key	text	tooltip
ancillaries_colour_text_vco_anc_arcane_item_yueyins_diamond	This brilliant crystal shines with the light of the true moon itself. Its touch is anaethama to daemons, and even to stare upon it is to risk banishment back to the Realms of Chaos.	true
ancillaries_onscreen_name_vco_anc_enchanted_item_the_rock_of_inevitability	The Rock of Inevitability	true
ancillaries_colour_text_vco_anc_enchanted_item_the_rock_of_inevitability	Deep in the Realm of Chaos sits the Inevitable City. It is an ageless edifice that lies ever distant from those who seek to reach it, and shadows every step taken by those who wish to escape it. The city has been destroyed many times, but has always rebuilt itself - and always will so long as a single stone remains. Indeed, if but one worn brick from its walls is planted in the mortal realm, it is said that a new city will soon arise.	true
ancillaries_onscreen_name_vco_anc_weapon_witstealer_sword	Witstealer Sword	true
ancillaries_colour_text_vco_anc_weapon_witstealer_sword	Forged in the molten heat of desire and cooled in a vat of Slaanesh's own blood, the Witstealer Sword was presented to the Arch-tempter by the Dark Prince himself.	true
ancillaries_onscreen_name_vco_anc_weapon_sliverslash	Sliverslash	true
ancillaries_colour_text_vco_anc_weapon_sliverslash	It is said Prince Sigvald's ornate sword is forged from a sliver of Slaanesh's own blade. It moves like quicksilver, striking its foes down in a flurry of lightning-quick blows.	true
ancillaries_onscreen_name_vco_anc_weapon_warpsword_of_khaine	The Warpsword of Khaine	true
ancillaries_colour_text_vco_anc_weapon_warpsword_of_khaine	"The Time of Blood is at hand!"	true
ancillaries_onscreen_name_vco_anc_talisman_superior_collar_of_khorne	Superior Collar of Khorne	true
ancillaries_colour_text_vco_anc_talisman_superior_collar_of_khorne	Valkia's hellsmiths have used the blood of the slain Ice Witches to create a uniquely superior Collar of Khorne. This rune-etched brass collar will protect the wearer from all but the most grevious of magical attacks.	true
