key	text	tooltip
ancillaries_colour_text_vco_anc_talisman_the_eye_of_sheerian	Named after the Tzeentchian Sorcerer who discovered it, the Eye sees nearly all. Its current owner should make use of its prophetic powers...	true
ancillaries_onscreen_name_vco_anc_enchanted_item_black_dragon_egg	Liberated Black Dragon Egg	true
ancillaries_colour_text_vco_anc_enchanted_item_black_dragon_egg	In Ulthuan, the egg of a Dragon is sacred, and harsh punishment awaits any who endanger or disturb a Dragon nest. For the Vampires, a Dragon egg is naught but a potential source of power, and their nests nothing but cradles to nurture that power. This particular egg was liberated from the clutches of the Lahmian Sisterhood. Shackolot has vowed to raise it to maturity.	true
ancillaries_onscreen_name_vco_anc_enchanted_item_dragonfire_staff	Dragonfire Staff	true
ancillaries_colour_text_vco_anc_enchanted_item_dragonfire_staff	This gnarled staff of Helman's own design was carved from a rotten branch from the Haunted Forest. It is adorned with an ornate silver topper shaped like the head of a dragon, a powerful arcane artifact pillaged from a Cathayan caravan.	true
ancillaries_onscreen_name_vco_anc_arcane_item_eye_of_the_deep	Eye of the Deep	true
ancillaries_colour_text_vco_anc_arcane_item_eye_of_the_deep	An intricately crafted orb of unknown material that shimmers with an otherworldly light. Cylostra received it from a strange entity she encountered in the Underworld Sea.	true
ancillaries_onscreen_name_vco_anc_arcane_item_golden_lamp	Golden Lamp	true
ancillaries_colour_text_vco_anc_arcane_item_golden_lamp	While doing battle with Arabyan cultists, Henri and Repanse were set upon by a Fire-Djinn. Henri managed to outsmart the spirit by appealing to its pride, loudly declaring that it couldn't possibly contain its tempestuous form into so small a receptacle. The djinn was only too eager to prove Henri wrong, and shortly thereafter found itself imprisoned. Repanse sought to destroy it, but the Prophetesses persuaded her to stay her hand so that they can continue to study it.	true
ancillaries_onscreen_name_vco_anc_enchanted_item_the_crown_of_domination	The Crown of Domination	false
ancillaries_colour_text_vco_anc_enchanted_item_the_crown_of_domination	An ancient battle-helm dating back to the time of Morkar, it exudes an aura of raw malice to cow the servants of Chaos.	false
ancillaries_onscreen_name_vco_anc_arcane_item_vilitchs_locket	Vilitch's Locket	false
ancillaries_colour_text_vco_anc_arcane_item_vilitchs_locket	This ornate silver locket hangs around Archaon's neck at all times, threatening to throttle him at the slightest sign of disobedience. At times its filigreed surface slides open, revealing a blinking, living eye through which the Curseling sees all.	false
ancillaries_onscreen_name_vco_anc_weapon_blade_of_shadow	Blade of Shadow	false
ancillaries_colour_text_vco_anc_weapon_blade_of_shadow	A lesser blade forged from shadow magic siphoned from Be'lakor himself. Since the Godslayer spoke his True Name, he was incapable of resisting the act.	false
ancillaries_onscreen_name_vco_anc_weapon_shard_blade	Shard Blade	false
ancillaries_colour_text_vco_anc_weapon_shard_blade	The blade of Boris Ursus was crafted from the glaciers of Norsca and magically bound to remain forever frozen. When this mighty polearm strikes, the foe's blood turns to ice.	false
ancillaries_onscreen_name_vco_anc_weapon_gitsnik	Gitsnik	false
ancillaries_colour_text_vco_anc_weapon_gitsnik	This formidable axe came from the forges of Zharr Naggrund and, despite constant use, has never grown dull.	false
ancillaries_onscreen_name_vco_anc_armour_blood-forged_armour	Blood-Forged Armour	false
ancillaries_colour_text_vco_anc_armour_blood-forged_armour	After being forged under Red Eye Mountain, this armour was cooled with the blood of Dwarf Runesmiths.	false
ancillaries_onscreen_name_vco_anc_enchanted_item_cracked_rune_azamar	Cracked Rune of Azamar	false
ancillaries_colour_text_vco_anc_enchanted_item_cracked_rune_azamar	Though the Rune of Azamar's once flawless perfection is now marred by a single crack running down its centre, it still resonates with latent power. The rune was prised from the High King’s Throne of Power and now serves as an indisputable symbol of the conquest of Karaz-a-Karak.	false
ancillaries_onscreen_name_vco_anc_armour_dragonscale_cloak	Dragonscale Cloak	false
ancillaries_colour_text_vco_anc_armour_dragonscale_cloak	This cloak was fashioned from the flayed corpse of Zhao Ming, the Iron Dragon. Though it offers significant protection, it is heavily tainted by the corrupting influence of warpstone.\\n	false
ancillaries_onscreen_name_vco_anc_enchanted_item_writ_of_iron	Writ of Iron	false
ancillaries_colour_text_vco_anc_enchanted_item_writ_of_iron	A formal decree carved on flayed flesh, outlining Astragoth’s approval for immediate construction works to be undertaken by the bearer.	false
ancillaries_onscreen_name_vco_anc_arcane_item_blood_rune_bracers	Blood-Rune Bracers	false
ancillaries_colour_text_vco_anc_arcane_item_blood_rune_bracers	These obsidian bracers were forged from the daemonic essence of a Lord of Change. The blood-red runes glow with an eldritch power that grants the wielder control of their enemies’ fate.	false
ancillaries_onscreen_name_vco_anc_talisman_storm_dragons_heart	Dragon Heart	false
ancillaries_colour_text_vco_anc_talisman_storm_dragons_heart	This bloody organ was ripped from the corpse of the Storm Dragon by the victorious Dragonslayer Zhatan the Black. It crackles with barely contained energy, the Supreme Matriarch’s wrath lingering even in death.	false
ancillaries_onscreen_name_vco_anc_weapon_chittering_crossbow	Chittering Crossbow	false
ancillaries_colour_text_vco_anc_weapon_chittering_crossbow	This strange weapon fires daemonic bolts that cackle wildly as they speed towards the foe before exploding in a multicoloured fireball.	false
ancillaries_onscreen_name_vco_anc_weapon_staff_of_oblivion	Staff of Oblivion	false
ancillaries_colour_text_vco_anc_weapon_staff_of_oblivion	This bladed staff holds a glowing blue orb at its base which pulses with eldritch power. A skinless daemonic worm has wrapped itself around the orb and is leeching most of the orb’s energy, thus protecting the wielder from certain death.	false
ancillaries_onscreen_name_vco_anc_weapon_flensing_gauntlet	Flensing Gauntlet	false
ancillaries_colour_text_vco_anc_weapon_flensing_gauntlet	This metal gauntlet has hidden compartments across the knuckles that spring open to unleash a swarm of sorcerous wires which dart forth with a mind of their own to lacerate and entangle the foe.	false
ancillaries_onscreen_name_vco_anc_weapon_volcanic_morningstar	Volcanic Morningstar	false
ancillaries_colour_text_vco_anc_weapon_volcanic_morningstar	Fused in the molten core of Infernius, this morningstar shatters bone and ignites flesh with every swing.	false
ancillaries_onscreen_name_vco_anc_weapon_blissbarb_bow	Blissbarb Bow	false
ancillaries_colour_text_vco_anc_weapon_blissbarb_bow	Each serrated arrow is laced with toxins that renders the foe insensate - a willing victim for the unending cruelties to come.	false
ancillaries_onscreen_name_vco_anc_weapon_abyssal_whip	Abyssal Whip	false
ancillaries_colour_text_vco_anc_weapon_abyssal_whip	Allegedly made from the spine of an extinct breed of daemon, every lash of this whip flays flesh and exposes bone. Death comes slow for those exposed to its caresses.	false
ancillaries_onscreen_name_vco_wh_main_anc_weapon_axe_of_dargo	Axe of Dargo	false
ancillaries_colour_text_vco_wh_main_anc_weapon_axe_of_dargo	The Axe of Dargo, a runic weapon of monstrous size, is tempered with dragon's blood and oaths of vengeance.	false
ancillaries_onscreen_name_vco_anc_talisman_eight_pointed_star	The Eight-Pointed Star	false
ancillaries_colour_text_vco_anc_talisman_eight_pointed_star	This unholy talisman shudders with the power of no less than four bound Greater Daemons. The Daemonsmiths laboured for many weeks in the hell-forges to bring about its creation.	false
ancillaries_onscreen_name_vco_anc_talisman_mecha_arm	Mecha-Arm	false
ancillaries_colour_text_vco_anc_talisman_mecha_arm	Drazh-Zharr justice demanded Grimgor's hand be struck off for daring to raise it against his master. Yet Astragoth is prudent as well as just. He ensured his greatest Labourer was outfitted with a mechanical replacement.	false
ancillaries_onscreen_name_vco_anc_enchanted_item_chains_of_binding	Sorcerous Shackles	false
ancillaries_colour_text_vco_anc_enchanted_item_chains_of_binding	These chains radiate with Hashut's malign will and so subjugate Grimgor in perpetuity.	false
ancillaries_onscreen_name_vco_anc_enchanted_black_hammer_hashut_grimgor	The Black Hammer of Hashut	false
ancillaries_colour_text_vco_anc_enchanted_black_hammer_hashut_grimgor	This black-shafted hammer was taken from Astragoth's petrified corpse after his ultimate defeat at the hands of Grimgor Ironhide. It bears a horned rune of Hashut that glows with dark fire.	false
ancillaries_onscreen_name_vco_anc_talisman_hellshard_amulet_grimgor	Daemonspite Crucible	false
ancillaries_colour_text_vco_anc_talisman_hellshard_amulet_grimgor	Forged from meteoric iron and blighted gold, quenched in innocent blood and bound with slain, hell-bound souls, the Crucible is said to have been the handiwork of the ancient Chaos Dwarf Sorcerer Azgorh himself.	false
ancillaries_onscreen_name_vco_anc_enchanted_item_shadow_ruby	Shadow Ruby	false
ancillaries_colour_text_vco_anc_enchanted_item_shadow_ruby	Within this blood-red ruby swirls Be'lakor's ensnared soul. The daemon rages against the faceted walls of his prison, but there is no hope of escape.	false
ancillaries_onscreen_name_vco_anc_weapon_red_fang	Red Fang	false
ancillaries_colour_text_vco_anc_weapon_red_fang	This large, gore-drenched choppa once belonged to the legendary Orc Chieftan Gorfang Rotgut. The Squatter King met his end in a legendary duel against Malagor atop the battlements of Black Crag.	false
ancillaries_onscreen_name_vco_anc_weapon_tainted_blade_of_ptra	Tainted Blade of Ptra	false
ancillaries_colour_text_vco_anc_weapon_tainted_blade_of_ptra	This sword's white-hot edge is infused with the desert's baking heat, setting the air itself ablaze and blinding the foe.	false
ancillaries_onscreen_name_vco_anc_armour_armour_of_templehof	Armour of Templehof	false
ancillaries_colour_text_vco_anc_armour_armour_of_templehof	A product of twisted sorcery, this construct fuses with the wearer, giving him tremendous endurance.	false
ancillaries_onscreen_name_vco_anc_magic_standard_volkmar_banner	Jade Griffon Banner	false
ancillaries_colour_text_vco_anc_magic_standard_volkmar_banner	Even the faith of mighty Volkmar was sorely tested as he was taken up and chained to the battle standard of Malagor's warherd.	false
ancillaries_onscreen_name_vco_anc_weapon_profaned_sword_of_lyonesse	Profaned Sword of Lyonesse	false
ancillaries_colour_text_vco_anc_weapon_profaned_sword_of_lyonesse	Smeared in the blood and ash of its previous owner, this once holy blade now radiates with a fell power.	false
ancillaries_onscreen_name_vco_anc_enchanted_item_malagors_mask_of_heavens	Mask of Heavens	false
ancillaries_colour_text_vco_anc_enchanted_item_malagors_mask_of_heavens	The ancient magic of Tiktaq'to's mask is used by the Bray-Shamans to dominate the minds of the wilful Minotaurs.	false
ancillaries_onscreen_name_vco_anc_talisman_bloodstained_pendant	Bloodstained Pendant	false
ancillaries_colour_text_vco_anc_talisman_bloodstained_pendant	This ithilmar pendant, inset with a flawlessly carved brightstone, was gifted to Thorek Ironbrow by the High Loremaster Teclis as a gesture of peace and friendship.	false
ancillaries_onscreen_name_vco_anc_talisman_hunting_trophy	Hunting Trophy	false
ancillaries_colour_text_vco_anc_talisman_hunting_trophy	The Wanderer didn't wander far enough. His severed head now takes pride of place in the Huntsmarshal's trophy hall.	false
ancillaries_onscreen_name_vco_anc_enchanted_item_cursed_artifact_notidoq	Cursed Artifact of No'Tidoq	false
ancillaries_colour_text_vco_anc_enchanted_item_cursed_artifact_notidoq	This ancient artifact glows with an eldritch light, filling one's mind with a bestial fury.	false
ancillaries_onscreen_name_vco_anc_talisman_cracked_rune_azamar	Cracked Rune of Azamar	false
ancillaries_colour_text_vco_anc_talisman_cracked_rune_azamar	Though the Rune of Azamar's once flawless perfection is now marred by a single crack running down its centre, it still resonates with latent power. The rune was prised from the High King’s Throne of Power and now serves as an indisputable symbol of the Grand Chieftain's conquest.	false
ancillaries_onscreen_name_vco_anc_follower_fozzrik_summoner	Grey Seer Summoner	false
ancillaries_colour_text_vco_anc_follower_fozzrik_summoner	With a series of whispered words and intricate gestures, this Grey Seer can summon Fozzrik's Flying Fortress to the battlefield.	false
ancillaries_onscreen_name_vco_anc_follower_kemmler_black_grail_knight	Knight of the False Grail	false
ancillaries_colour_text_vco_anc_follower_kemmler_black_grail_knight	The Corpse King's damned knights ensure the Bretonnians remain complacent and productive.	false
ancillaries_onscreen_name_vco_anc_follower_dark_convent_defector	Dark Convent Defector	false
ancillaries_colour_text_vco_anc_follower_dark_convent_defector	Morathi's defeat bears treacherous fruit. This Sorceress has pledged herself to the Blood Queen's cause.	false
ancillaries_onscreen_name_vco_anc_weapon_kratchs_doomclaw	Kratch's Doomclaw	false
ancillaries_colour_text_vco_anc_weapon_kratchs_doomclaw	This crude, oversized warpstone-powered claw can easily slice through flesh and bone. It was taken from the corpse of Kratch Doomclaw, the previous ruler of Clan Rictus.	false
ancillaries_onscreen_name_vco_anc_armour_rictus_plate_armour	Rictus Plate Armour	false
ancillaries_colour_text_vco_anc_armour_rictus_plate_armour	This suit of plate armour is comprised entirely of warpstone. The chestpiece is engraved with Clan Rictus' symbol.	false
ancillaries_onscreen_name_vco_anc_talisman_lustrian_concoction	Lustrian Concoction	false
ancillaries_colour_text_vco_anc_talisman_lustrian_concoction	A potent mixture of extracted Itxi grub humours, crushed Jungle Lotus leaves and Coatl feathers grants the imbiber renewed vitality and an unparalleled mastery of the Winds of Magic... at least until the effects wear off.	false
ancillaries_onscreen_name_vco_anc_talisman_cathayan_concoction	Cathayan Concoction	false
ancillaries_colour_text_vco_anc_talisman_cathayan_concoction	A potent mixture of powdered Ki-rin horn, crushed Jade Lion teeth and Onyx Crowmen feathers grants the imbiber renewed vitality and an unparalleled mastery of the Winds of Magic... at least until the effects wear off.	false
ancillaries_onscreen_name_vco_anc_talisman_kemmler_black_arc	The Black Arc	false
ancillaries_colour_text_vco_anc_talisman_kemmler_black_arc	The Black Arc is a chunk of pure warpstone suspended in magical energy. To open the Arc is to unleash death upon the foe.	false
ancillaries_onscreen_name_vco_anc_enchanted_item_warpstone_stars	Warpstone Stars	false
ancillaries_colour_text_vco_anc_enchanted_item_warpstone_stars	These throwing weapons are coated with deadly poison that eats through armour and flesh.	false
ancillaries_onscreen_name_vco_anc_follower_war_mourner	War-Mourner of Karak Kadrin	false
ancillaries_colour_text_vco_anc_follower_war_mourner	Since Garagrim's death, Thrain Bloodbeard has taken his place as War-Mourner. It is the duty of the War-Mourner to act in the King's stead in battle, upholding his honour no matter the foe.	false
ancillaries_onscreen_name_vco_anc_weapon_axes_of_kadrin	Axes of Kadrin	false
ancillaries_colour_text_vco_anc_weapon_axes_of_kadrin	These runic axes once belonged to Garagrim Ironfist, gifted to him by his father upon his coming-of-age. Heavy chains bind them to the wielder's wrists, so they are never lost in the heat of battle.	false
ancillaries_onscreen_name_vco_anc_weapon_spear_of_daith	Spear of Daith	false
ancillaries_colour_text_vco_anc_weapon_spear_of_daith	Thalandor Doomstar, hopelessly corrupted by Drycha's fell influence, fought with this spear until he was slain by the Slayer King in single combat. Its hardwood shaft is carved with mystical spirals that give the weapon a will of its own.	false
ancillaries_onscreen_name_vco_anc_talisman_talisman_of_qwarr	Talisman of Qwarr	false
ancillaries_colour_text_vco_anc_talisman_talisman_of_qwarr	This ancient talon was given to the Slayer King by Thalandor Doomstar as a gesture of peace and thanks. It came from the mighty eagle, Qwarr, after its mortal battle with the ravenous dragon, Grathgol the Egg-Thief.	false
ancillaries_onscreen_name_vco_anc_follower_ice_vampire	Kattarin the Bloody	false
ancillaries_colour_text_vco_anc_follower_ice_vampire	Freed from her frozen prison and returned to unlife by the von Carsteins, Kattarin the Bloody now serves her dearest Isabella with undying loyalty, brutally massacring those Kislevites who still resist the new regime.	false
ancillaries_onscreen_name_vco_anc_weapon_wand_of_wych_elm	Wand of Wych Elm	false
ancillaries_colour_text_vco_anc_weapon_wand_of_wych_elm	This twisted and gnarled staff is cut from the rare and magical Wych Elm tree that draws magic from the ground beneath.	false
ancillaries_onscreen_name_vco_anc_weapon_warpsword_of_khaine_snikch	Warpsword of Khaine	false
ancillaries_colour_text_vco_anc_weapon_warpsword_of_khaine_snikch	This ancient blade glows with a heat hotter than any Dwarf furnace. It was looted from the ruined corpse of Malus Darkblade after his assassination.	false
ancillaries_onscreen_name_vco_anc_talisman_chameleon_cloak	Chameleon Cloak	false
ancillaries_colour_text_vco_anc_talisman_chameleon_cloak	The flayed hide of the Chameleon Skink Oxyotl constantly changes colour to match its surroundings.	false
ancillaries_onscreen_name_vco_anc_talisman_twilight_mask	Twilight Mask	false
ancillaries_colour_text_vco_anc_talisman_twilight_mask	Taken from the bodies of the Sisters of Twilight and fused together, the Mask of Twilight grants the wearer the ability to cheat death.	false
ancillaries_onscreen_name_vco_anc_follower_naieth_the_prophetess	Naieth the Prophetess	false
ancillaries_colour_text_vco_anc_follower_naieth_the_prophetess	Since the Heralds' victory over the vermin threat, Naieth the Prophetess has pledged herself to their cause. As a Spellweaver skilled in the art of divination, she is a valuable asset to any Asrai host.	false
ancillaries_onscreen_name_vco_anc_follower_lobotomised_warmbloods	Lobotomised Warmbloods	false
ancillaries_colour_text_vco_anc_follower_lobotomised_warmbloods	Under the guidance of Lord Chuqa-xi, the interlopers were lobotomised in an esoteric ritual at the City of the Moon, turning them into mindless, yet unflinchingly obedient, slave labourers.	false
ancillaries_onscreen_name_vco_anc_follower_priestess_of_isha	Priestess of Isha	false
ancillaries_colour_text_vco_anc_follower_priestess_of_isha	This representative of the Everqueen has committed herself to the daunting task of reintegrating Dark Elf defectors back into Ulthuani society.	false
ancillaries_onscreen_name_vco_anc_follower_shadowblade	Shadowblade	false
ancillaries_colour_text_vco_anc_follower_shadowblade	Only after Hellebron had claimed victory at Avelorn did Shadowblade emerge from the forests, his blades dripping with Asur blood. He stands ready to serve the Blood Queen once more.	false
ancillaries_onscreen_name_vco_anc_weapon_sacred_mace_of_quetzl	Sacred Mace of Quetzl	false
ancillaries_colour_text_vco_anc_weapon_sacred_mace_of_quetzl	After Nakai's victory over the interlopers at Itza, Lord Mazdamundi imbued Nakai's weapon with mystic power. It has attained an almost sentient awareness, often drawing Nakai's hands to his targets or blocking blows the ancient beast was unaware of.	false
ancillaries_onscreen_name_vco_anc_talisman_amulet_of_sunfire	Amulet of Sunfire	false
ancillaries_colour_text_vco_anc_talisman_amulet_of_sunfire	The radiant aura of this amulet provides hope to those in despair and wards against evil creatures.	false
ancillaries_onscreen_name_vco_anc_weapon_alith_destroyer	Destroyer	false
ancillaries_colour_text_vco_anc_weapon_alith_destroyer	This dread blade once belonged to the Witch King before his assassination. Its merest touch can unmake enchantments and wither minds.	false
ancillaries_onscreen_name_vco_anc_follower_haurg_frostmaw	Haurg Frostmaw	false
ancillaries_colour_text_vco_anc_follower_haurg_frostmaw	This Yhette has wandered down from the highest slopes of the Mountains of Mourn to join Throgg's Monstrous Horde.	false
ancillaries_onscreen_name_vco_anc_follower_grey_dwarf	Grey Dwarf Diplomat	false
ancillaries_colour_text_vco_anc_follower_grey_dwarf	This Dwarf has had many dealings with the manlings and is well-placed in both Imperial and Bretonnian courts.	false
ancillaries_onscreen_name_vco_anc_magic_standard_belegar_banner	Angrund's Triumph	false
ancillaries_colour_text_vco_anc_magic_standard_belegar_banner	Clan Angrund's royal standard now sports the severed heads of Skarsnik and Queek Headtaker, slain in single combat by the one true king of Karak Eight Peaks.	false
ancillaries_onscreen_name_vco_anc_weapon_the_hammer_of_angrund	The Hammer of Angrund	false
ancillaries_colour_text_vco_anc_weapon_the_hammer_of_angrund	Soaked in centuries of Greenskin blood, the Ironhammer has been handed down to every rightful Angrund ruler of the Eight Peaks. When Belegar Ironhammer was slain in the War for the Eight Peaks, the hammer was taken as a trophy by Warlord Skarsnik.	false
ancillaries_onscreen_name_vco_anc_weapon_dwarf_gouger	Dwarf Gouger	false
ancillaries_colour_text_vco_anc_weapon_dwarf_gouger	This wicked and ancient Skaven weapon was fashioned as the Skaven battled to wrest the Worlds Edge Mountains from the Dwarfs. It was taken from Queek Headtaker's corpse after he was slain by Warlord Skarsnik during the War for the Eight Peaks.	false
ancillaries_onscreen_name_vco_anc_weapon_chd_dagger_of_malice	Dagger of Malice	false
ancillaries_colour_text_vco_anc_weapon_chd_dagger_of_malice	This blade whispers thoughts of murder and violence to any that grasp its hilt, and remains gleaming, no matter how much bloody work it has done.	false
ancillaries_onscreen_name_vco_anc_follower_eye_of_rage	The Blazing Eye	false
ancillaries_colour_text_vco_anc_follower_eye_of_rage	This bright blue orb burns with the bottomless rage of the humbled daemon, Skarbrand the Exiled One.	false
ancillaries_onscreen_name_vco_anc_follower_settras_head	Settra’s Head	false
ancillaries_colour_text_vco_anc_follower_settras_head	The King of Kings vacillates between lamenting his eternal humiliation and berating Queek for his insolence, depending on his mood.	false
ancillaries_onscreen_name_vco_anc_follower_crowfathers_wings	The Crowfather’s Wings	false
ancillaries_colour_text_vco_anc_follower_crowfathers_wings	Though they were severed from the Harbinger's corpse long ago, these jet-black wings sporadically burst into a flurry of movement for no apparent reason.	false
ancillaries_onscreen_name_vco_anc_follower_jade_griffon	Jade Griffon	false
ancillaries_colour_text_vco_anc_follower_jade_griffon	Queek's excitement quickly turned to rage when he discovered the man-thing's glowing green trinket was not, in fact, warpstone.	false
ancillaries_onscreen_name_vco_anc_follower_damsels_ashes	The Damsel’s Ashes	false
ancillaries_colour_text_vco_anc_follower_damsels_ashes	In hindsight, a valiant cavalry charge directly towards a rank of Warpfire Throwers was not the best idea. These irradiated ashes were all that remained for Queek to harvest as a trophy.	false
ancillaries_onscreen_name_vco_anc_follower_belegars_head	Belegar’s Head	false
ancillaries_colour_text_vco_anc_follower_belegars_head	The Exile King takes pride of place upon Queek's trophy rack, though his monotonous grumbling is a source of constant irritation for the Skaven Warlord.	false
